Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
1.82E+14,Dayakar Pasunoori,Digital Wala Company,458,1
1.07E+14,Hindi Olympiad Foundation,Hindi Olympiad Foundation,458,1
3.26E+14,Pradeep Tamta,Pradeep Tamta,458,1
1.03E+14,Step Traders,These ads ran without a disclaimer,457,1
1.03E+14,Kunti Deora Parihar,Design Hopes,457,2
1.18E+14,Pavan Manikanta,Pavan Manikanta,457,2
1.45E+14,Rekha phad - ???? ??,Rekha phad - ???? ??,457,4
1.61E+14,Angela Hill,These ads ran without a disclaimer,457,2
1.95E+15,Zaryab Khan,These ads ran without a disclaimer,457,1
1.10E+14,Shree Digital,Shree Digital,456,1
1.06E+14,????? ?????,????? ?????,455,3
2.11E+15,Ravi Ronu,Ravi Ronu,454,1
2.66E+14,Old coin company sahi process contact buyer call me9352099694,These ads ran without a disclaimer,454,1
2.94E+14,Madan Mohan Tiwari,These ads ran without a disclaimer,454,3
3.03E+14,DR Thapa Supporters,DR Thapa Supporters,454,4
5.99E+14,Manish Chauhan,Manish Chauhan,453,1
7.41E+14,Bijo Mani,These ads ran without a disclaimer,453,7
1.04E+14,TEC E-Paper,Makereasy,453,8
4.47E+14,Dr Shazad Ahmed Malik,Dr Shazad Ahmed Malik,453,3
5.95E+14,Dashavtar Kalkin,These ads ran without a disclaimer,453,1
2.61E+15,Amaresh Rai,Amaresh Rai,453,4
1.05E+14,Varun Subhash Ghate,Gothic Digital,452,3
1.00E+14,SP. Chidanand,S P Chidanand,452,1
2.12E+14,Lokmat FILMY,Lokmat FILMY,452,1
2.99E+14,aimspluskondotty,These ads ran without a disclaimer,452,2
2.48E+14,Amit Murkute,Amit Murkute,452,7
1.87E+15,Kerala Home Trendz,Kerala Home Trendz,451,3
8.66E+14,????????? ?????? ??????? ??.?? ???????,MEOG IT SOLUTIONS,451,7
1.09E+14,???? ????,sukhvir singh,451,11
1.11E+14,CSEWhy,These ads ran without a disclaimer,451,14
1.07E+14,Doddanagouda H Patil,Doddanagouda H Patil,450,2
1.04E+14,R. K Yadav,R. K Yadav,450,5
1.10E+14,Sanjay Giri Goswami,Sanjay Giri Goswami,450,1
9.18E+14,Abhimanyu Singh,Abhimanyu Singh  ???????? ????,450,2
6.79E+14,???? ????,???? ????,450,1
1.92E+15,???? ???????? ??????,???? ???????? ??????,450,2
1.01E+14,chakradhargoudgadhagoni,These ads ran without a disclaimer,449,2
1.00E+14,Hiraman Khoskar,Hiraman Khoskar,449,4
6.47E+14,Dr. Nilam Yadav,Dr. Nilam Yadav,449,3
1.18E+14,Unite energize generosity express,These ads ran without a disclaimer,449,3
1.05E+14,Cyber Olympiad Foundation,Cyber Olympiad Foundation,449,1
3.18E+14,Sanjay kumar Das Burma FC.,appzets,449,3
1.03E+14,Sanjeev Mishra,Sanjeev Mishra,449,4
1.07E+14,RAJ MEDIA,RAJ MEDIA,449,2
1.29E+14,kamal_sharma_bjym,kamal_sharma_bjym,448,2
1.01E+14,Jaya Kalyani Akula,Jaya Kalyani Akula,447,3
1.92E+15,Piyush Singh Chauhan,These ads ran without a disclaimer,447,1
3.67E+14,Amargarh Congress,Amargarh Congress,446,1
1.02E+14,Narender Singh Dudi,Narender Singh Dudi,446,1
1.86E+14,Yelisetti Naresh Suryanarayanamurthy,Yelisetti Naresh Suryanarayanamurthy,446,3
1.07E+14,Prachar Public Relations,Prachar Public Relations,445,1
1.06E+14,RamLalithashish Foundation,RamLalithashish Foundation,445,3
1.08E+14,Atul Vyas,Atul Vyas,445,2
1.12E+14,Amul Bangla,These ads ran without a disclaimer,445,1
3.40E+14,Mahesh Dangi,Mahesh Dangi,444,4
1.12E+14,vekhandekamlesh1996,These ads ran without a disclaimer,444,1
1.06E+14,Sunil Koli - ????? ????,Sunil Koli - ????? ????,444,3
1.11E+14,Journalist Ahad Madni,Journalist Ahad Madni,443,3
2.71E+14,Foundation for Agrarian Studies,These ads ran without a disclaimer,442,2
5.42E+14,Dr Mangal Yadav,Websikar Technologies Pvt. Ltd.,442,6
1.13E+14,Samrat Chakraborty,Samrat Chakraborty,442,1
1.82E+15,Sonalika Tractors India,These ads ran without a disclaimer,440,1
1.10E+14,The Morcha,The Morcha,440,5
1.03E+14,Y Balanagireddy M.L.A,These ads ran without a disclaimer,439,3
1.09E+14,???? ?????? ????? - ????? ??????? ??????,???? ?????? ????? - ????? ??????? ??????,438,3
1.02E+14,Dr. Rajan Singh,Dr. Rajan Singh,438,1
1.04E+14,Axon Developers,These ads ran without a disclaimer,437,1
1.24E+14,official_drb,These ads ran without a disclaimer,437,1
1.12E+14,Prabhloch Singh,Prabhloch Singh,437,1
2.37E+14,Snitch,These ads ran without a disclaimer,437,1
1.14E+14,Manoj Satapathy,Manoj Satapathy,436,6
1.65E+15,Avtar Singh Junior,Avtar Singh Junior,435,7
1.02E+14,Vikasgahlot,Vikasgahlot,435,3
2.33E+14,AP-TDP-Future,These ads ran without a disclaimer,435,1
4.15E+14,?????????????.com,These ads ran without a disclaimer,434,1
3.66E+14,MS Subi,These ads ran without a disclaimer,434,1
2.60E+14,BT Trust,These ads ran without a disclaimer,433,1
7.05E+14,Manju Sharma,Digital Computer Classes,433,1
2.52E+14,Pranshu Yadav,These ads ran without a disclaimer,433,2
1.07E+14,Bollaboina Ashok Yadav,These ads ran without a disclaimer,432,1
1.66E+15,Dr. Mahipalsinh Gadhavi,Mahipalsinh Gadhavi,432,1
2.46E+14,oppressedbeing,These ads ran without a disclaimer,432,3
1.11E+14,Bodoland People's Front - BPF,Bodoland People's Front - BPF,432,5
1.10E+14,Haryana Update,Haryana Update,432,5
2.42E+14,Awanish singh bundela,Awanish singh bundela,431,1
1.11E+14,Amal Awasthi,Amal Awasthi,431,2
1.80E+14,Anila Singh,Anila Singh,430,3
1.01E+14,Team Tejashwi Yadav,Team Tejashwi Yadav,430,1
1.02E+14,Journalist Ujjval Sharma,Journalist Ujjval Sharma,430,4
1.11E+14,Janmat Political Consulting,janmat political consulting,430,2
1.11E+14,Rajesh Jyani,Rajesh Jyani,430,1
1.08E+14,Rajesh Padvi - ?????  ?????,Rajesh Padvi - ?????  ?????,430,3
6.69E+14,Naredla Praveen Reddy,Naredla Praveen Reddy,430,3
1.27E+14,Karur Kamalakkannan,Karur Kamalakkannan,429,2
1.09E+14,Keshwari Herbals Ayurveda,These ads ran without a disclaimer,429,1
1.04E+14,Amit Zende,Amit Zende,429,1
1.05E+14,Ashwini Kishor Pokale Official,Ashwini Kishor Pokale Official,429,4
1.26E+15,Jurisam,These ads ran without a disclaimer,429,3
1.98E+14,Prof K M Baharul Islam,Doushel Media Pvt. Ltd.,429,3
2.50E+14,???? ??????,???? ??????,428,5
1.07E+14,Akshay Pandey,Indianchanakya,428,3
1.19E+14,Vijay Mahadeorao Shivankar,Vijay Mahadeorao Shivankar,428,5
1.06E+14,Khabri Laal,Khabri Laal,428,3
2.34E+14,Purandar Mishra,Purandar Mishra,428,1
8.99E+14,Iam_amitsobti,These ads ran without a disclaimer,428,4
2.11E+14,????? ???? ?????,????? ???? ?????,428,1
1.03E+14,Waghbakritea_transforminglives,These ads ran without a disclaimer,427,4
1.43E+14,Zestee Vegan Lifestyle,Zestee Vegan Lifestyle,427,1
1.01E+14,Pt. Prashant tiwari,Pt. Prashant tiwari,427,2
2.65E+14,Mudra Ltd,These ads ran without a disclaimer,427,1
1.08E+14,Sandeep Purohit,Sandeep Purohit,427,3
1.05E+14,Rubik Media,Rubik Media,427,7
6.34E+14,Karan Bhagat,Karan Bhagat,426,1
1.08E+14,Arun Saha- ???? ????,Arun Saha- ???? ????,426,5
4.02E+14,Siemens,These ads ran without a disclaimer,425,2
1.09E+14,Puja Dikshit,Puja Dikshit,425,4
1.12E+14,Ebrahim Kutty C H,These ads ran without a disclaimer,425,8
2.69E+14,BJP ??????,BJP ??????,425,3
3.04E+14,VS Joy,VS Joy,425,6
1.25E+14,DR Talari Rangaiah,DR Talari Rangaiah,425,1
3.02E+14,Yerrapareddy Harish Reddy,SS digi promotions,425,1
1.43E+15,Shri. Suparno Satpathy,Shri. Suparno Satpathy,425,3
1.05E+14,BJP Kanpur Uttar,BJP Kanpur Uttar,425,1
2.68E+14,Status Cha katta,Bhaylu Media India,425,1
4.60E+14,Rajiv Kumar Agrawal,Rajiv Kumar Agrawal,425,1
1.03E+14,Atul Save Support,Atul Save Support,425,1
2.62E+14,Team Deepanna,Team Deepanna,424,3
1.09E+14,panditkaransharma_inc,These ads ran without a disclaimer,424,3
1.85E+14,Samachar Book,Samachar Book,424,1
1.34E+14,Rawat Brothers,Rawat Brothers,424,1
2.13E+14,Pm Kusum Yojna,These ads ran without a disclaimer,424,1
1.14E+14,WB New Job,WB New Job,424,1
3.05E+14,Prof. - Dr. Dharm Singh Meena,Prof. - Dr. Dharm Singh Meena,424,3
3.21E+14,online Loan service,These ads ran without a disclaimer,424,2
2.45E+14,Samridhi Traders,Brainox Tech,424,5
1.11E+14,RTI Drafting Service's,RTI Drafting Service's,424,2
2.11E+14,Bhaskar Bhagare - ?????? ????,Nice Art media,424,2
2.21E+14,Kusum Tete,Kusum Tete,424,1
3.06E+15,???? 24?7,???? 24?7,424,1
1.07E+14,Internet Yug,Internet Yug,424,1
2.23E+14,APCC Social Media Kadapa,Rea Digitals,424,4
1.07E+14,The Chirag news,The Chirag news,423,2
2.25E+14,Electronica Finance Ltd,These ads ran without a disclaimer,423,1
1.22E+17,Abhinandan,These ads ran without a disclaimer,423,3
4.83E+14,"???? ??????? ?????????, ?????",Social Rajneeti,423,1
1.52E+14,?????????? ?????????????????????? ???????????????? ?????? ??????.,These ads ran without a disclaimer,423,2
3.22E+14,Dj Rushay,Bhaylu Media India,423,1
1.07E+14,IBKR Markets,These ads ran without a disclaimer,423,1
3.03E+14,???????????? ??????? ???? ????? ??????? ????? ?30000 ????? ?15000 ??????,These ads ran without a disclaimer,423,2
1.02E+14,Vikram Vaishnav,Vikram Vaishnav,422,3
2.21E+14,Sohan Lal Thakur,Sohan Lal Thakur,421,1
1.13E+15,?????? ?????? ???????? ???????,?????? ?????? ???????? ???????,421,1
1.78E+14,Symphony,These ads ran without a disclaimer,421,1
1.86E+15,????? ?????,????? ?????,420,1
2.15E+14,My First Vote For CBN,Politics for Impact,420,5
1.02E+14,Telugu News Daily,Telugu News Daily,420,1
8.33E+14,Biju Janata Dal Brahmapur - BJD,Wemakeappz Technologies,420,2
1.10E+14,Khetan Medical Stores,Khetan Medical Stores,420,1
1.13E+14,Rambilas Meena-Dungarpur,Rambilas Meena-Dungarpur,420,4
1.08E+14,Somarouthu Anu Radha,Somarouthu Anu Radha,420,2
1.14E+14,Adv. Swati Yuvraj Kashid,Adv. Swati Yuvraj Kashid,420,1
1.05E+14,Harsh Ajmera,Harsh Ajmera,420,1
1.48E+15,HeidelbergCement India,These ads ran without a disclaimer,420,1
2.19E+14,Naraiah Velugubantla,Naraiah Velugubantla,420,1
3.58E+14,Iranna Kadadi - MP,Iranna Kadadi - MP,420,1
2.31E+14,Satyam hindu,Satyam hindu,419,1
2.19E+14,Rashtrawadi Party,Rashtrawadi Party,419,1
1.07E+14,BALA JI SOLAR,BALA JI SOLAR,419,1
1.66E+14,Prakash solanke,Prakash solanke,419,1
1.13E+14,???? ????,???? ????,419,1
1.13E+14,???? ???????,???? ???????,419,1
1.19E+14,???? ?? ???,???? ?? ???,419,1
1.24E+14,??? ?????,??? ?????,419,1
1.16E+14,????? ??????,????? ??????,419,1
1.03E+14,????? ???,????? ???,419,1
1.02E+14,Thalapathy Baskar,Thalapathy Baskar,419,1
1.07E+14,Nabirul Islam,Nabirul Islam,419,1
1.06E+14,Viraj Mansing Naik,Digitrendz,419,1
1.16E+14,Vikas Singh Boby,Vikas Singh Boby,419,1
1.50E+14,Rajkumar Meena,Rajkumar Meena,419,1
1.04E+14,Sanjeev Kumar,Sanjeev Kumar,419,1
1.04E+14,Rajkishore Behera,Rajkishore Behera,419,1
1.07E+14,Mradubhashi News,Mradubhashi News And Entertainment Pvt Ltd,419,1
1.05E+14,JeNa SuryaKant,JeNa SuryaKant,419,3
3.58E+14,Riyas Khan,Riyas Khan,419,1
2.01E+15,Voice of Slum,These ads ran without a disclaimer,419,1
5.88E+14,Surendra Singh Gaharwar,Surendra Singh Gaharwar,419,1
7.36E+14,Nagarjuna Kimidi,Nagarjuna Kimidi,419,1
1.04E+14,Image Concepts,Image Concepts,418,1
2.08E+14,Katihar Ka Dulal,Lemon Dot Media Private Limited,418,4
1.58E+15,Myfroyoland Premium Frozen Yogurt,These ads ran without a disclaimer,418,1
2.60E+14,Johar Jharkhand,Johar Jharkhand,418,1
2.44E+14,WealthVeda3,These ads ran without a disclaimer,417,1
1.71E+14,South Asian Voices,These ads ran without a disclaimer,417,2
2.55E+14,?????,These ads ran without a disclaimer,417,6
2.57E+14,A's'd,These ads ran without a disclaimer,417,1
1.27E+14,Grace Monroe,These ads ran without a disclaimer,417,1
1.52E+14,Leading Stock Research Institute,These ads ran without a disclaimer,417,1
3.52E+14,Amrish Gautam,Amrish Gautam,417,1
1.10E+14,Swapnil Mahindrakar MNS,Swapnil Mahindrakar MNS,416,2
1.01E+14,The Front Mirror,The Front Mirror,416,2
1.63E+15,Pawan pandey,Foresight Digital,416,1
1.11E+14,District Congress Committee Doda J&K,District Congress Committee Doda J&K,416,2
1.64E+14,Buyyani Srinivas Reddy Fans,These ads ran without a disclaimer,416,1
1.22E+17,Agnivesh Upadhyay,Agnivesh Upadhyay,416,5
1.12E+14,Deepa Ram,Deepa Ram,416,1
2.17E+15,PR Services & Technology,PR Services & Technology,416,1
2.28E+14,Haridas Charwad- ??????? ?????? ????,Haridas Charwad- ??????? ?????? ????,416,1
1.64E+11,Indian Express,These ads ran without a disclaimer,416,2
1.15E+14,Babu Khan BJD,Babu Khan BJD,415,1
1.67E+15,Ram Chandra Yadav,Ram Chandra Yadav,415,1
1.06E+14,???? OBC ????,???? OBC ????,415,6
1.05E+11,Teach For India,These ads ran without a disclaimer,415,4
9.40E+14,Nischey Janveja,Nischey Janveja,415,2
1.17E+14,Chintu Haldar,Chintu Haldar,415,10
3.78E+14,Deepak Anant Mishra Bjp,Deepak Anant Mishra Bjp,414,2
2.59E+14,Hotel Palash Banquet and Restaurant,Palash Hotel and Banquets,414,1
5.73E+14,Aap parveen goraya,Aap parveen goraya,414,18
1.24E+14,Billa Maheshwar,Billa Maheshwar,414,1
5.92E+14,Adv.Nitin Partani,Adv.Nitin Partani,413,7
1.16E+14,Government ITI Bishnupur,Government ITI Bishnupur,412,3
2.97E+14,Viksit Bharat Viksit Kanpur,Vijay Singh,412,6
1.64E+14,Novonesis,These ads ran without a disclaimer,412,1
1.10E+14,Wafik Mewati,These ads ran without a disclaimer,412,1
2.99E+14,Susanta Kumar Behera For Chhendipada,Susanta Kumar Behera For Chhendipada,411,1
1.26E+14,rd.foundation_official,These ads ran without a disclaimer,411,1
1.57E+14,Odisha Prakash Live,Odisha Prakash Live,411,2
2.80E+14,Hinduja Foundation,These ads ran without a disclaimer,411,3
4.42E+14,Alok Kundan Singh,Alok Kundan Singh,411,2
1.06E+14,Pamela Goswami,Pamela Goswami,411,5
5.49E+14,Jaipur Police,Brand Balance Private Limited,411,4
1.04E+14,Parshuram Sisodiya,Parshuram Sisodiya,410,6
1.23E+14,gautamsinghania99,These ads ran without a disclaimer,410,1
1.13E+14,digitaldaddy.in,digitaldaddy.in,410,1
3.20E+14,Om News Meerut,E radio india,410,1
2.84E+14,???????????? ????? ????? online  Apply,These ads ran without a disclaimer,410,6
2.45E+14,Gummanur Jayaram,Digital Wala Company,409,2
2.86E+14,Ananay Bhupesh Mehta,Ananay Bhupesh Mehta,409,7
1.16E+14,Alpha_Soft Skills Online,YOUTH VOICE FOUNDATION,409,1
7.26E+14,Vivek Singh Kalhans,Vivek Singh Kalhans,409,5
1.00E+14,Pritesh Patel,AniEffects Media Works,408,5
2.81E+14,Dr. Parthasarathi Fanclub,Partha Dental,408,18
1.06E+14,Upendra Pratap Singh,Upendra Pratap Singh,408,2
2.04E+14,Shubham Mandole - ???? ???????,Shubham Mandole - ???? ???????,407,6
2.62E+14,old coin company Sahi process,These ads ran without a disclaimer,406,3
1.08E+14,Mission Coaching Institute,These ads ran without a disclaimer,406,2
1.07E+14,Idania Warren,These ads ran without a disclaimer,406,2
1.48E+15,Jagdish Meena,Jagdish Meena,405,1
2.60E+14,Narendra Mohani,Narendra Mohani,405,2
1.08E+14,JIFSA Education and Technical Services Pvt. Ltd.,These ads ran without a disclaimer,405,1
2.19E+15,Urid Media Group,Urid Survey & Consultancy Private Limited,404,2
1.71E+15,JSP WestGodavari,JSP WestGodavari,404,2
1.20E+14,Nirpakh Post,Nirpakh Post,404,4
2.97E+14,daily_catch1008,These ads ran without a disclaimer,403,4
1.91E+14,B TV,These ads ran without a disclaimer,403,3
1.01E+14,Jai Shri ram,Jai Shri ram,403,1
1.76E+15,BNI Varanasi - India,BNI Varanasi - India,403,1
2.73E+14,Congress Wanwadi ???????? ??????,Congress Wanwadi ???????? ??????,403,1
1.89E+15,Guddu Hayat Page,Guddu Hayat Page,402,1
1.01E+14,NastiaRanetka,These ads ran without a disclaimer,402,2
2.54E+14,jones_jebin,These ads ran without a disclaimer,402,1
1.01E+14,????? ????? ?????,????? ????? ?????,401,2
4.88E+14,Ruan Peghini FP,These ads ran without a disclaimer,401,1
2.38E+14,Shankarbhai Amaliyar,AniEffects Media Works,400,5
2.71E+14,Old coins company All India selling,These ads ran without a disclaimer,400,8
99488014566,Xtees,Xtees.com,400,1
1.06E+14,Somnath Jamdade,Somnath Jamdade,400,1
1.59E+15,Anup Kumar Jaiswal,Anup Kumar Jaiswal,400,1
6.30E+14,Krishna Sharma,Krishna Sharma,400,1
5.25E+14,Dr. Sarojini Agarwal,Dr. Sarojini Agarwal,400,1
2.89E+14,Arjun Brijendra Singh Yadav,Arjun Brijendra Singh Yadav,400,2
4.01E+14,Hamro Prajashakti,Hamro Prajashakti,400,1
1.37E+15,Motiram Chandravanshi,Motiram Chandravanshi,400,4
2.91E+14,Think Digital,Think Digital,400,1
1.06E+14,???? ??.?? ??????,???? ??.?? ??????,400,2
1.04E+14,Raju Mani,Raju Mani,400,3
4.61E+14,Global Group of Institutes Amritsar,Global Group of Institutes Amritsar,400,1
1.11E+14,Savita Beniwal,Savita Beniwal,400,1
1.10E+14,Akil Ahmed Ansari,Akil Ahmed Ansari,400,1
7.46E+14,Pranab Jyoti Lahkar,Pranab Jyoti Lahkar,400,3
8.66E+14,Sharad Sharma,Sharad Sharma,400,2
1.05E+14,Ram Satpute for Solapur,Ram Satpute for Solapur,400,2
2.61E+14,Janamrashtriya party,Janamrashtriya party,400,1
1.13E+14,Annasaheb Baglane-?????????? ?????? ???????,Annasaheb Baglane-?????????? ?????? ???????,400,1
5.59E+14,Wilyfox Media Co,Wilyfox Media Co,400,1
5.58E+14,Dharmveer Dudeja,Dharmveer Dudeja,400,1
1.18E+15,Jaydeep Patel  BJP,Jaydeep Patel  BJP,400,3
1.12E+14,Matendra Pratap Singh Rathore,Matendra Pratap Singh Rathore,400,4
1.64E+15,Goyal Bhatt,Goyal Bhatt,400,2
2.11E+14,Alok Jha,SIGMA HEROES ENTERPRISES,399,1
9.76E+14,Sukhveer Malerna Faridabad BJP,Sukhveer Malerna Faridabad BJP,399,10
1.06E+14,Sahebrao Kamble,Sahebrao Kamble,399,1
5.66E+14,Kaushalendra singh Patel,Kaushalendra singh Patel,399,1
2.44E+15,JDP Media Group,JDP Media Group,399,2
1.56E+15,Youth Talent Development Society - YTDS,These ads ran without a disclaimer,398,2
3.57E+14,CS Niranjan Kumar,CS Niranjan Kumar,398,4
7.13E+14,Sonia Mann,These ads ran without a disclaimer,397,3
2.03E+14,Jyoti Patil - ?????? ?????,Media Insight Pvt Ltd.,397,2
2.09E+15,Savita Pawan Sharma,Savita Pawan Sharma,397,5
1.02E+14,Yashpal Chauhan,Yashpal Chauhan,397,1
2.84E+14,???? ????? ???? ???? ????,These ads ran without a disclaimer,397,1
1.11E+14,Liquide App,These ads ran without a disclaimer,396,4
1.13E+14,Asset Deals,These ads ran without a disclaimer,396,1
2.68E+14,Neetu Chaudhary,Neetu Chaudhary,396,7
1.07E+14,Ankit Pathak,Ankit Pathak,396,1
1.06E+14,Una Headline,Una Headline,396,2
2.35E+14,Ramoji Gowda - The Legend,Anekal Ramoji Gowda - The Legend,395,2
1.15E+15,Adv TK Rasheedali,Adv TK Rasheedali,395,1
1.11E+14,ICONS - Tata Ambani Adani,These ads ran without a disclaimer,395,3
2.02E+14,Riya Gajjar,Riya Gajjar,395,2
1.08E+14,Ashutosh kumar,Ashutosh kumar,395,1
1.05E+14,Aashish Sharma Khandal,Aashish Sharma Khandal,394,5
1.03E+14,Adivasi Neelambari Herbals Hair Oil,These ads ran without a disclaimer,394,2
2.84E+14,Shop-2,These ads ran without a disclaimer,394,1
1.03E+14,constitution simplified,constitution simplified,394,1
2.90E+14,Unity for Gaza,These ads ran without a disclaimer,394,1
2.50E+14,Kandula Durgesh - ???????? ???????????,Kandula Durgesh - ???????? ???????????,393,5
1.19E+14,Jivan Lal Singh -Chandravanshi,Jivan Lal Singh -Chandravanshi,393,4
1.90E+14,Shaik Abdul Aziz,Shaik Abdul Aziz,392,1
1.06E+14,Make Money in Era 5.0,These ads ran without a disclaimer,392,1
1.54E+11,Hans Raj Hans,Hans Raj Hans,391,2
1.10E+14,????????? ??????????,????????? ??????????,390,2
2.40E+14,rakesh kumar,These ads ran without a disclaimer,390,1
1.22E+17,Chouthmal Samota,Chouthmal Samota,390,2
5.87E+14,Walk-a-cause,Walk-a-cause,390,1
1.60E+15,One Dentall,One Dentall,390,1
2.84E+14,Dr. Ajay Prakash,Dr. Ajay Prakash,390,1
9.15E+14,Ajay Mangupur,Ajay Mangupur,389,2
1.03E+14,Jaadu ????,These ads ran without a disclaimer,389,1
1.70E+15,Bhandaripokhari Politics,Bhandaripokhari Politics,389,1
2.04E+14,PDTV News,PDTV News,389,2
1.02E+14,Crafto1,These ads ran without a disclaimer,389,1
7.38E+14,Rajmani SINGH Baghel,Rajmani SINGH Baghel,389,3
3.29E+14,Adivasi HairOil,These ads ran without a disclaimer,388,2
6.97E+14,Surendra Upadhyay,Surendra Upadhyay,388,1
1.03E+14,NewsLine Live,NewsLine Live,387,3
1.13E+14,Sanchaar news,Sanchaar news,387,10
1.16E+15,Yuvrajsinh Chavda,Yuvrajsinh Chavda,387,2
5.06E+14,Celekt Mobiles,These ads ran without a disclaimer,387,4
4.38E+14,Aam Aadmi Party - Pune,Aam Aadmi Party - Pune,387,5
1.01E+14,???? ?????,???? ?????,386,2
3.84E+14,Prakash Gurjar,These ads ran without a disclaimer,386,1
1.03E+14,Streaming Asia,These ads ran without a disclaimer,386,1
1.03E+14,ravi_pakalapati_tdp,ravi_pakalapati_tdp,386,4
4.28E+14,Team Raja Warring Social Media,These ads ran without a disclaimer,385,1
9.78E+14,VTS Solar Energy Systems,These ads ran without a disclaimer,385,2
1.11E+14,Ritstime,Ritstime,385,2
1.08E+14,Anil Basoya,Anil Basoya,385,1
1.02E+14,Anurag J. Dohare,Anurag J. Dohare,385,4
7.97E+14,Bhuman Bhatt,Bhuman Bhatt,384,2
1.37E+14,Smart Brainy Kids - Manjalpur,These ads ran without a disclaimer,384,1
1.00E+14,Yugabikshon,Jugabikkhon,384,3
1.04E+14,online instant loan lowest emi,These ads ran without a disclaimer,384,1
1.33E+14,???? ??? ???????? ?????? ????????,These ads ran without a disclaimer,383,2
1.12E+14,Ashok Kumar,Ashok Kumar,382,1
1.08E+14,Sunita Singh Gond,Sunita Singh Gond,382,3
1.80E+14,Vinod Bhati,These ads ran without a disclaimer,382,3
1.40E+14,???????? ????? Kapasan VidhanSabha,???????? ????? Kapasan VidhanSabha,382,2
3.92E+14,Bharat Lok Shiksha Parishad,Bharat Lok Shiksha Parishad,382,2
1.08E+14,Solh Wellness,Solh Wellness Private Limited,382,3
4.83E+14,"???? ??????? ?????????, ?????","???? ??????? ?????????, ?????",381,3
1.08E+14,Jaspreet AK,These ads ran without a disclaimer,381,1
1.81E+14,Premium Properties Goa,These ads ran without a disclaimer,381,1
